"pmid","author","last_author","doi","publication_date"
"33807396","do Socorro Fôro Ramos E","Leal É","10.3390/v13040595","2021/03/26 00:00"
"25050760","Lima LR","De Paula VS","10.1371/journal.pone.0102925","2014/06/23 00:00"
"24362793","Donin DG","Alfieri AA","10.1007/s11250-013-0523-z","2013/12/24 06:00"
"31362357","Ramalho E","da Silva EE","10.3390/v11080690","2019/06/05 00:00"
"27267473","Kuczera D","Bordignon J","10.1186/s12985-016-0548-9","2016/05/24 00:00"
"31411312","Luchs A","da Costa AC","10.1590/0074-02760190160","2019/07/17 00:00"
"30011046","Souza SO","Driemeier D","10.3382/ps/pey239","2018/07/09 00:00"
"28328941","Gardinali NR","Pinto MA","10.1371/journal.pone.0174070","2017/03/02 00:00"
"27069820","Villabona-Arenas CJ","Zanotto PM","10.7717/peerj.1892","2016/03/14 00:00"
"28472930","Amgarten D","da Silva AM","10.1186/s12864-017-3729-z","2017/04/26 00:00"
"35478312","Miranda ARM","Santos N","10.1007/s42770-022-00764-8","2022/04/16 00:00"
"30120342","da Costa AC","Leal É","10.1038/s41598-018-30214-1","2018/07/23 00:00"
"25523775","Schmidt C","Roehe PM","10.1128/genomeA.01319-14","2014/12/20 06:00"
"34372586","Silva RJS","Oliveira-Filho AB","10.3390/v13071380","2021/07/03 00:00"
"26784852","Serra OP","Slhessarenko RD","10.1590/0074-02760150270","2015/11/19 00:00"
"25976325","Nunes MR","Vasconcelos PF","10.1186/s12916-015-0348-x","2015/04/13 00:00"
"30133818","Da Mota LD","Martínez AMB","10.1002/jmv.25291","2018/06/29 00:00"
"29855763","Paixão SF","Alfieri AA","10.1007/s11250-018-1625-4","2018/05/21 00:00"
"30669683","Alves-Freitas DMT","Melo FL","10.3390/v11010090","2019/01/17 00:00"
"27508385","Oliveira MP","Martins RM","10.1371/journal.pone.0160916","2016/07/27 00:00"
"34972839","Exposto Novoselecki H","Sacristán C","10.1038/s41598-021-04059-0","2021/11/15 00:00"
"33047159","Cibulski SP","Roehe PM","10.1007/s00705-020-04825-x","2020/08/26 00:00"
"26607884","Mota MT","Nogueira ML","10.1128/genomeA.01341-15","2015/11/27 06:00"
"31429939","Castro LRP","Soares LS","10.1002/jmv.25569","2019/08/05 00:00"
"29700140","Watanabe ASA","da Costa AC","10.1128/genomeA.00235-18","2018/04/28 06:00"
"27933493","Morillo SG","do Carmo Sampaio Tavares Timenetsky M","10.1007/s12560-016-9272-2","2016/11/24 00:00"
"27120007","Conteville LC","Mendonça MC","10.1590/0074-02760160004","2016/03/11 00:00"
"30424530","de Souza TMA","Dos Santos FB","10.3390/v10110623","2018/10/30 00:00"
"33288147","Groch KR","Díaz-Delgado J","10.1016/j.jcpa.2020.09.012","2020/08/04 00:00"
"28918235","Guimarães LLB","Driemeier D","10.1016/j.rvsc.2017.09.001","2017/08/18 00:00"
"27019095","Cassemiro KM","da Silva EE","10.1371/journal.pone.0152251","2016/03/11 00:00"
"33095410","Spera CG","Alfieri AF","10.1007/s42770-020-00389-9","2020/10/16 00:00"
"32992989","Loureiro Tonini MA","Cruz Spano L","10.3390/v12101084","2020/09/12 00:00"
"29554365","da Silva MS","Canal CW","10.1093/trstmh/try017","2018/02/08 00:00"
"26553342","Ramalho TO","Goodin MM","10.1007/s00705-015-2663-0","2015/10/24 00:00"
"32123282","Ferreira-de-Lima VH","Lima-Camara TN","10.1038/s41598-020-60870-1","2020/02/18 00:00"
"26941134","Cunha MS","da Fonseca BA","10.1128/genomeA.00032-16","2016/03/05 06:00"
"26897108","Calvet G","de Filippis AMB","10.1016/S1473-3099(16)00095-5","2016/02/06 00:00"
"31277987","Slavov SN","Kashima S","10.1016/j.tracli.2019.06.005","2019/06/09 00:00"
"31791261","das Neves Costa LCP","Gabbay YB","10.1186/s12879-019-4628-5","2019/11/11 00:00"
"31627274","Maia LMS","Slhessarenko RD","10.3390/v11100957","2019/09/24 00:00"
"29595382","Sacristán C","Catão-Dias JL","10.7589/2017-09-224","2018/11/06 06:00"
"27983496","Esteves FC","Martins NR","10.3201/eid2301.161133","2016/12/17 06:00"
"28628464","Ayllón T","Honório NA","10.3201/eid2308.162007","2018/03/31 06:00"
"28538727","Faria NR","Pybus OG","10.1038/nature22401","2017/05/02 00:00"
"32375411","Tahmasebi R","Sabino EC","10.3390/v12050508","2020/04/27 00:00"
"28591309","Almeida RW","Lewis-Ximenez LL","10.1590/0074-02760160477","2017/03/21 00:00"
"30832587","Scarpassa VM","Ribeiro JMC","10.1186/s12864-019-5545-0","2019/02/18 00:00"
"31178835","Delatorre E","Bonaldo MC","10.3389/fmicb.2019.01079","2019/04/29 00:00"
"35349125","Mosena ACS","Canal CW","10.1007/s42770-022-00735-z","2022/03/17 00:00"
"26646894","Cibulski SP","Roehe PM","10.1007/s11262-015-1266-x","2015/11/25 00:00"
"27071531","Giovanetti M","Alcantara LC Junior","10.1016/j.meegid.2016.03.030","2016/03/28 00:00"
"27448188","Naccache SN","Chiu CY","10.3201/eid2210.160663","2016/07/23 06:00"
"27555980","Lyra PP","Moreira LM","10.1055/s-0036-1587323","2016/08/25 06:00"
"26401719","Campos GS","Sardi SI","10.3201/eid2110.150847","2015/09/25 06:00"
"35347588","Hucke FIL","Bugert JJ","10.1007/s11262-022-01892-x","2022/03/01 00:00"
"31144002","Bittar C","Rahal P","10.1007/s00248-019-01391-x","2019/05/15 00:00"
"30292963","Weber MN","Canal CW","10.1016/j.virol.2018.09.023","2018/09/26 00:00"
"34236767","de Moraes MVDS","Figueiredo AS","10.1111/tbed.14226","2021/07/05 00:00"
"32927082","Alves ADR","Amado LA","10.1016/j.ijid.2020.09.010","2020/09/01 00:00"
"26862926","Mlakar J","Avšič Županc T","10.1056/NEJMoa1600651","2016/02/11 06:00"
"27706161","Donald CL","Kohl A","10.1371/journal.pntd.0005048","2016/09/19 00:00"
"27555311","Tsetsarkin KA","Pletnev AG","10.1128/mBio.01114-16","2016/08/25 06:00"
"26061233","Zanluca C","Luz K","10.1590/0074-02760150192","2015/05/25 00:00"
"31739623","Oliveira-Filho AB","Lemos JAR","10.3390/pathogens8040236","2019/11/07 00:00"
"29996902","de Carvalho MS","Dezengrini-Slhessarenko R","10.1186/s13071-018-2985-3","2018/06/29 00:00"
"29236779","Barreira DMPG","Spano LC","10.1371/journal.pone.0189504","2017/11/28 00:00"
"28300648","Andrade JSR","Miagostovich MP","10.1016/j.meegid.2017.03.011","2017/03/09 00:00"
"31067759","Ribeiro MS","Acevedo RC","10.3390/insects10050135","2019/04/26 00:00"
"30218293","Weber MN","Canal CW","10.1007/s11262-018-1599-3","2018/09/04 00:00"
"30397237","Souza WM","Figueiredo LTM","10.1038/s41598-018-34630-1","2018/10/22 00:00"
"30897727","Mello VM","Lewis-Ximenez LL","10.3390/v11030281","2019/02/27 00:00"
"30859474","de Oliveira PSB","Flores EF","10.1007/s00705-019-04198-w","2019/02/08 00:00"
"27964971","Luchs A","Timenetsky MDCST","10.1016/j.gerinurse.2016.11.004","2016/11/08 00:00"
"27169536","Heldt FH","Spilki FR","10.1007/s12560-016-9243-7","2016/05/03 00:00"
"36298655","Roca TP","Vieira DS","10.3390/v14102100","2022/08/31 00:00"
"26347296","Vannucci FA","Marthaler D","10.1111/tbed.12410","2015/09/09 06:00"
"26398783","Leme RA","Alfieri AA","10.1111/tbed.12430","2015/09/24 06:00"
"27888408","Ribeiro J","Alfieri AF","10.1007/s00705-016-3164-5","2016/10/25 00:00"
"30348511","Pascoal JO","Yokosawa J","10.1016/j.ttbdis.2018.10.002","2018/10/06 00:00"
"30249971","da Costa AC","Leal É","10.3390/v10100520","2018/08/26 00:00"
"29695421","de Oliveira Carneiro I","Drexler JF","10.1128/JVI.00082-18","2018/04/12 00:00"
"29100932","Favaro PF","Richtzenhain LJ","10.1016/j.bjm.2017.07.003","2017/05/27 00:00"
"31063475","Costa VD","do Amaral Mello FC","10.1371/journal.pone.0216327","2019/04/19 00:00"
"30552880","de Souza Costa MC","Dezengrini Slhessarenko R","10.1016/j.actatropica.2018.12.019","2018/10/31 00:00"
"36851667","Baumbach LF","Canal CW","10.3390/v15020453","2023/01/23 00:00"
"31794796","de Oliveira Lopes A","de Paula VS","10.1016/j.virusres.2019.197828","2019/11/26 00:00"
"32165242","Cantelli CP","Leite JPG","10.1016/j.meegid.2020.104280","2020/03/04 00:00"
"29885804","Lunardi M","Alfieri AA","10.1016/j.vetmic.2018.04.030","2018/04/20 00:00"
"28538734","Metsky HC","Sabeti PC","10.1038/nature22402","2017/05/02 00:00"
"28388922","Jeong YE","Lee WJ","10.1186/s12985-017-0740-6","2017/03/28 00:00"
"28930027","Cunha MS","Damaso CR","10.3201/eid2310.161855","2017/09/21 06:00"
"28735673","Headley SA","Alfieri AA","10.1016/j.jcpa.2017.06.001","2017/05/26 00:00"
"31618377","Cardoso FD","Ferreira GP","10.1590/S1678-9946201961057","2019/09/09 00:00"
"32839906","Pedrosa de Macena LDG","Miagostovich MP","10.1007/s11356-020-10479-8","2020/08/10 00:00"
"31914137","Goes de Jesus J","Alcantara LCJ","10.1371/journal.pone.0226098","2019/11/18 00:00"
"35400086","Barreto JVP","da Cunha Filho LFC","10.3389/fvets.2022.852965","2022/02/07 00:00"
"35215188","de Souza TMA","Dos Santos FB","10.3390/pathogens11020245","2022/02/04 00:00"
"27341420","Bonaldo MC","Brasil P","10.1371/journal.pntd.0004816","2016/05/24 00:00"
"30097743","da Silva MS","Canal CW","10.1007/s00705-018-3985-5","2018/06/28 00:00"
"32035977","Da Silva MS","Canal CW","10.1016/j.meegid.2020.104203","2020/01/08 00:00"
"31683566","Spitz N","Araujo NM","10.3390/v11111000","2019/09/30 00:00"
"30476788","Gravina HD","Duarte Dos Santos CN","10.1016/j.virol.2018.11.008","2018/11/15 00:00"
"29959319","Fernandes J","de Lemos ERS","10.1038/s41426-018-0119-9","2018/05/27 00:00"
"30405055","Oliveira DBL","Durigon EL","10.3390/v10110615","2018/10/04 00:00"
"30199325","Murer L","Lovato M","10.1177/1040638718775146","2019/01/25 06:00"
"29150772","da Silva Ribeiro de Andrade J","Miagostovich MP","10.1007/s12560-017-9326-0","2017/11/10 00:00"
"32638274","Dall Agnol AM","Alfieri AF","10.1007/s42770-020-00335-9","2020/07/01 00:00"
"33295141","Darold GM","Lunardi M","10.1111/tbed.13950","2020/08/11 00:00"
"31563979","Da Silva MS","Canal CW","10.1007/s00705-019-04419-2","2019/08/30 00:00"
"32942623","Pinheiro-Lima B","Melo FL","10.3390/v12091028","2020/09/04 00:00"
"34067873","do Nascimento RS","Oliveira-Filho AB","10.3390/v13050926","2021/05/07 00:00"
"32472289","Fritzen JTT","Alfieri AA","10.1007/s00705-020-04675-7","2020/04/22 00:00"
"30473345","Baldini MHM","de Moraes AN","10.1016/j.vetmic.2018.10.018","2018/10/17 00:00"
"36680123","Cruz NVG","Damaso CR","10.3390/v15010083","2022/12/24 00:00"
"28004252","Mósena AC","Canal CW","10.1007/s00705-016-3199-7","2016/12/06 00:00"
"27804021","Darold GM","Lunardi M","10.1007/s00705-016-3124-0","2016/10/17 00:00"
"29427798","Moreira-Soto A","Bispo de Filippis AM","10.1016/j.cmi.2018.01.026","2018/01/25 00:00"
"32964811","Groch KR","Catão-Dias JL","10.1177/0300985820954550","2021/08/31 06:00"
"32766829","de Lima STS","Miyajima F","10.1093/cid/ciaa1038","2020/07/22 00:00"
"31880218","Pereira Gusmão Maia Z","Giovanetti M","10.1080/22221751.2019.1701954","2019/12/28 06:00"
"32079143","Rezende IM","Drumond BP","10.3390/v12020222","2020/01/30 00:00"
"30866775","Abreu FVS","Lourenço-de-Oliveira R","10.1080/22221751.2019.1568180","2019/03/15 06:00"
"32780745","Goes de Jesus J","Alcantara LCJ","10.1371/journal.pntd.0008405","2020/05/21 00:00"
"29864115","Rezende IM","Drumond BP","10.1371/journal.pntd.0006538","2018/05/17 00:00"
"30218577","Song ATW","Carneiro D'Albuquerque LA","10.1002/hep.30273","2018/09/05 00:00"
"30182863","Lessa-Aquino C","Medeiros MA","10.1017/S0950268818002467","2019/10/03 06:00"
"30729309","Vasconcellos AF","Resende RO","10.1007/s00705-019-04174-4","2019/01/16 00:00"
"29469689","Gómez MM","Bonaldo MC","10.1099/jgv.0.001033","2019/02/23 06:00"
"29119697","Mósena ACS","Canal CW","10.1111/tbed.12753","2017/11/10 06:00"
"30375482","Terzian ACB","Nogueira ML","10.1038/s41598-018-34423-6","2018/10/17 00:00"
"29947712","Mendonça MCL","Filippis AMB","10.1590/0074-02760180036","2018/05/18 00:00"
"29912687","Groch KR","Catão-Dias JL","10.3201/eid2407.180139","2018/06/19 06:00"
"28591405","Bonaldo MC","Lourenço-de-Oliveira R","10.1590/0074-02760170134","2017/04/12 00:00"
"30723465","Lima MT","Kroon EG","10.3389/fmicb.2018.03327","2018/12/21 00:00"
"31103052","Díaz-Delgado J","Catão-Dias JL","10.1016/j.jcpa.2019.02.001","2019/02/01 00:00"
"31892699","Cunha MDP","Zanotto PMA","10.1038/s41598-019-56650-1","2019/12/11 00:00"
"31237479","Tschá MK","Duarte Dos Santos CN","10.1080/22221751.2019.1632152","2019/06/27 06:00"
"34318441","Silva MR","Miagostovich MP","10.1007/s12560-021-09491-z","2021/07/17 00:00"
"34985601","Shubo T","Miagostovich MP","10.1007/s10661-021-09677-9","2021/12/06 00:00"
"32759878","Ribeiro Cruz AC","Carício Martins L","10.3390/v12080853","2020/06/25 00:00"
"31817553","Aragão CF","Cruz ACR","10.3390/v11121126","2019/11/06 00:00"
"31906098","Blomström AL","Berg M","10.3390/v12010048","2019/12/20 00:00"
"30758394","Cataneo AHD","Bordignon J","10.1590/0074-02760180432","2019/01/22 00:00"
"31817103","Rezende IM","Drumond BP","10.3390/vaccines7040206","2019/11/28 00:00"
"29322653","Possatti F","Alfieri AA","10.1111/tbed.12807","2018/01/13 06:00"
"31310221","Marinho PES","Kroon EG","10.3201/eid2508.181479","2019/07/17 06:00"
"34174341","da Silva Neves NA","Slhessarenko RD","10.1016/j.virusres.2021.198494","2021/05/12 00:00"
"32044285","Cunha MS","Sabino E","10.1016/j.actatropica.2020.105390","2020/02/06 00:00"
"32428189","de Jesus JG","Romano CM","10.1590/0074-02760190423","2020/04/06 00:00"
"29869032","Ramos-González PL","Freitas-Astúa J","10.1007/s00705-018-3857-z","2018/04/16 00:00"
"30673423","Chabi-Jesus C","Freitas-Astúa J","10.1094/PDIS-09-17-1425-RE","2019/01/24 06:00"
"35922804","Dos Santos Souza Marinho R","Vasconcelos Komninakis S","10.1186/s13104-022-06153-6","2022/07/12 00:00"
"31166480","Oliveira-Filho EF","Gil LH","10.1590/0074-02760180585","2019/05/10 00:00"
"30278075","Bottino FO","Pinto MA","10.1371/journal.pone.0205039","2018/09/18 00:00"
"30776139","Maia LMS","Slhessarenko RD","10.1111/mve.12369","2018/11/27 00:00"
"37104362","Neto JPN","Martins LC","10.3390/tropicalmed8040237","2023/03/27 00:00"
"32658680","Sarmento SK","Fumian TM","10.1016/j.marpolbul.2020.111315","2020/05/22 00:00"
"30318735","Silva ASG","Costa EA","10.1111/tbed.13043","2018/10/01 00:00"
"30672980","Martins LC","Vasconcelos PFDC","10.1590/0074-02760180332","2018/12/27 00:00"
"30892375","Meneses CAR","Naveca FG","10.1590/0074-02760180545","2019/02/14 00:00"
"33694004","Mosena ACS","Canal CW","10.1007/s00705-021-05020-2","2021/01/17 00:00"
"35905118","Alves ADR","Amado LA","10.1371/journal.pone.0271758","2022/07/07 00:00"
"33087438","Tabor DE","Abram ME","10.1128/JCM.01828-20","2020/10/15 00:00"
"34115330","Chiang JO","Azevedo RSS","10.1007/s13365-021-00987-9","2021/05/10 00:00"
"32578012","Lanzarini NM","Pereira Miagostovich M","10.1007/s12560-020-09431-3","2020/06/15 00:00"
"32009301","de Oliveira Filho EF","Drexler JF","10.1111/tbed.13499","2019/12/19 00:00"
"35195198","Luchs A","Costa ACD","10.1590/S1678-9946202264016","2022/01/24 00:00"
"32605014","Gutierrez MB","Machado Fumian T","10.3390/pathogens9070515","2020/06/03 00:00"
"31038274","Leme RA","Alfieri AA","10.1111/tbed.13215","2019/04/24 00:00"
"35394611","Júnior AAF","Camargos MF","10.1007/s42770-022-00724-2","2022/02/23 00:00"
"35217986","Pinheiro MS","Santos N","10.1007/s11250-022-03113-x","2022/02/18 00:00"
"30771273","Leme RA","Alfieri AA","10.1111/tbed.13151","2019/02/07 00:00"
"35891521","Fritsch H","Alcantara LCJ","10.3390/v14071540","2022/07/10 00:00"
"32604785","Julia da Silva Pessoa Vieira C","da Luz Wallau G","10.3390/tropicalmed5020105","2020/06/17 00:00"
"33681933","Siconelli MJL","Fonseca BALD","10.1590/0037-8682-0687-2020","2021/01/05 00:00"
"31038550","Abreu FVS","Lourenço-de-Oliveira R","10.1590/0074-02760190076","2019/03/20 00:00"
"34455800","Maeda MHK","Nagata T","10.1094/PDIS-06-21-1325-PDN","2022/03/05 06:00"
"35621811","Amaral C","Azevedo R","10.3390/insects13050477","2022/05/12 00:00"
"33483894","Balbo LC","Alfieri AF","10.1007/s42770-021-00434-1","2021/01/11 00:00"
"34922305","Lanzarini NM","Pereira Miagostovich M","10.1016/j.wasman.2021.12.005","2021/11/16 00:00"
"35101636","de Oliveira Santana W","Streck AF","10.1016/j.meegid.2022.105225","2022/01/17 00:00"
"34333135","Vieira MS","Dias RS","10.1016/j.resmic.2021.103869","2021/07/07 00:00"
"33948876","Cargnelutti JF","Flores EF","10.1007/s42770-021-00519-x","2021/04/27 00:00"
"32163449","Ricas Rezende H","Vicente CR","10.1371/journal.pone.0229847","2020/02/14 00:00"
"33714813","Fongaro G","Rodríguez-Lázaro D","10.1016/j.scitotenv.2021.146198","2021/02/23 00:00"
"36323046","Gutierrez MB","Fumian TM","10.1016/j.virol.2022.10.010","2022/10/20 00:00"
"36608155","Lázari CDS","Sabino EC","10.1371/journal.pntd.0011037","2022/12/18 00:00"
"36298656","Ramos BA","Martins LC","10.3390/v14102101","2022/09/11 00:00"
"17325370","Hagmaier K","Randall RE","10.1099/vir.0.82579-0","2007/04/12 09:00"
"16583154","Brandão PE","Jerez JA","10.1007/s00705-006-0752-9","2006/02/27 00:00"
"16051848","Nunes MR","Vasconcelos PF","10.1128/JVI.79.16.10561-10570.2005","2005/09/09 09:00"
"17582910","Johnson BW","Kochel TJ","10.3201/eid1306.070118","2007/07/25 09:00"
"12376973","de Filippis AM","Galler R","10.1002/jmv.10226","2003/01/18 04:00"
"33090087","Ribeiro CRA","de Paula VS","10.1089/vim.2020.0176","2021/08/20 06:00"
"26517666","Conteville LC","Mendonça MC","10.1590/0074-02760150261","2015/08/26 00:00"
"12664294","Bastos AD","R Thomson G","10.1007/s00705-002-0946-8","2003/05/31 05:00"
"16817033","Nix RJ","Dixon LK","10.1007/s00705-006-0794-z","2006/04/26 00:00"
"18217564","Albuquerque MC","Santos N","10.3201/eid1311.070671","2008/03/26 09:00"
"16455922","Sanabani S","Sabino EC","10.1128/JCM.44.2.604-606.2006","2006/04/19 09:00"
"21307212","Garcia Sde O","Sabino EC","10.1128/JCM.00077-11","2011/02/11 06:00"
"17698162","Barros de Freitas R","Zanotto PM","10.1016/j.virol.2007.07.007","2007/05/02 00:00"
"16767319","Toyoshima MT","Durigon EL","10.1590/s1413-86702006000100013","2006/12/09 09:00"
"18502682","Freitas RB","Durigon EL","10.1016/j.jcv.2008.03.033","2008/03/14 00:00"
"18420172","Gomes-Gouvêa MS","Pinho JR","10.1016/j.actatropica.2008.02.009","2008/02/26 00:00"
"18036224","Mello FC","Gomes SA","10.1186/1471-2180-7-103","2007/11/23 00:00"
"20944991","Silva AC","Mendes-Correa MC","10.1590/s0074-02762010000600007","2010/07/05 00:00"
"21739039","Alvarado-Mora MV","Pinho JR","10.1590/s0074-02762011000400017","2011/05/09 00:00"
"21073730","Santos AO","Salcedo JM","10.1186/1743-422X-7-315","2010/11/12 00:00"
"22538208","Bertolini DA","Pinho JR","10.1016/j.meegid.2012.04.009","2012/03/30 00:00"
"18288443","de Oliveira CM","Astolfi-Filho S","10.1007/s00705-008-0053-6","2008/01/04 00:00"
"15665987","Campiotto S","Bernardini AP","10.1590/s0100-879x2005000100007","2005/06/28 09:00"
"21967749","Nakatani SM","Ono SK","10.1186/1743-422X-8-459","2011/10/03 00:00"
"20619493","Durigon GS","Berezin EN","10.1016/j.jhin.2010.04.028","2010/04/23 00:00"
"15564741","Norder H","Magnius LO","10.1159/000080872","2004/07/22 00:00"
"18998047","Motta-Castro AR","Gomes SA","10.1007/s00705-008-0237-0","2008/10/04 00:00"
"22012717","Reis LM","Bonvicino CR","10.1002/jmv.22246","2011/10/21 06:00"
"29912685","Väisänen E","Söderlund-Venermo M","10.3201/eid2407.172128","2018/06/19 06:00"
"27393975","Phan TG","Delwart E","10.1016/j.virol.2016.06.013","2016/06/14 00:00"
"12970418","Delhon G","Rock DL","10.1128/jvi.77.19.10339-10347.2003","2003/10/15 05:00"
"23714239","da Silva NM","de Martinez AM","10.1186/1743-422X-10-167","2013/05/17 00:00"
"17607790","Carneiro MA","Martins RM","10.1002/jmv.20932","2007/09/20 09:00"
"19319957","Oliveira DB","Stewien KE","10.1002/jmv.21436","2009/03/26 09:00"
"18436397","Portz C","Canal CW","10.1016/j.vetmic.2008.02.029","2008/02/11 00:00"
"17822796","Silva MS","Flores EF","10.1016/j.virusres.2007.07.014","2007/07/24 00:00"
"18098149","Santos CL","Paiva TM","10.1002/jmv.21068","2008/02/15 09:00"
"18020965","Moureau G","de Lamballerie X","10.1089/vbz.2007.0206","2008/11/06 09:00"
"18584884","Chacón JL","Ferreira AJP","10.1016/j.jviromet.2008.05.012","2008/05/08 00:00"
"23546971","Negrão FJ","Alfieri AF","10.4238/2013.March.11.2","2013/04/03 06:00"
"21893117","Lima HN","Durigon EL","10.1016/j.virusres.2011.08.013","2011/08/19 00:00"
"21109347","Ramos da Silva S","Elgui de Oliveira D","10.1016/j.canlet.2010.10.011","2010/10/09 00:00"
"19475610","Araújo FM","Oliveira G","10.1002/jmv.21507","2009/05/29 09:00"
"19738346","Moussatché N","McFadden G","10.3855/jidc.258","2009/09/10 06:00"
"19848072","Bunger AN","Ferreira AJ","10.1637/8507-103108-Reg.1","2009/10/24 06:00"
"19828266","Fonseca AA Jr","dos Reis JK","10.1016/j.vetmic.2009.09.018","2009/09/09 00:00"
"17570049","Nagata T","Inoue-Nagata AK","10.1007/s11262-007-0107-y","2007/04/18 00:00"
"10604245","Oliveira GC","Corrêa-Oliveira R","10.1046/j.1537-2995.1999.39111194.x","1999/12/22 00:01"
"10694165","Junt T","Talarmin A","10.1017/s0950268899003180","2000/03/11 09:00"
"22174836","Xia H","Liu L","10.1371/journal.pone.0028553","2011/11/10 00:00"
"23409973","Hoffmann L","Silva R","10.1186/1743-422X-10-57","2013/02/11 00:00"
"20585651","Romano CM","de Andrade Zanotto PM","10.1371/journal.pone.0011170","2010/05/23 00:00"
"19624947","Medaglia ML","Damaso CR","10.3201/eid1507.081702","2009/07/25 09:00"
"19413907","Abrahão JS","Kroon EG","10.1186/1743-422X-6-47","2009/05/04 00:00"
"20163804","Gomes DE","Cardoso TC","10.1016/j.jcpa.2009.12.012","2009/10/13 00:00"
"12089297","Levi JE","Wendel S","10.1128/JCM.40.7.2645-2647.2002","2002/08/27 10:01"
"15003633","Filippis AM","Galler R","10.1016/j.vaccine.2003.11.002","2003/10/31 00:00"
"15258982","Moura FE","Arbiza J","10.1002/jmv.20159","2005/02/09 09:00"
"15695666","de Morais Bronzoni RV","Moraes Figueiredo LT","10.1128/JCM.43.2.696-702.2005","2005/06/21 09:00"
"12603984","de Souza Trindade G","Kroon EG","10.3201/eid0902.020244","2003/05/06 05:00"
"11752719","da Fonseca FG","Kroon EG","10.1099/0022-1317-83-1-223","2002/02/20 10:01"
"15218187","Trindade GS","Kroon EG","10.1099/vir.0.79840-0","2004/08/07 05:00"
"15550772","Lovato FA","Inoue-Nagata AK","10.1007/s11262-004-7435-y","2005/05/13 09:00"
"15557237","Schirrmeier H","Beer M","10.1099/vir.0.80238-0","2004/12/16 09:00"
"15611288","Timm J","Allen TM","10.1084/jem.20041006","2005/03/25 09:00"
"16191694","D'Arce RC","Arns CW","10.1080/03079450500059180","2005/10/29 09:00"
"16302112","Rocco IM","Suzuki A","10.1590/s0036-46652005000500008","2006/01/25 09:00"
"16213615","Stalder HP","Peterhans E","10.1016/j.prevetmed.2005.01.020","2005/01/07 00:00"
"17624390","Cajimat MN","Fulhorst CF","10.1016/j.virol.2007.05.031","2007/03/20 00:00"
"29843810","Mosimann ALP","Nunes Duarte Dos Santos C","10.1186/s13071-018-2907-4","2018/05/20 00:00"
"16485483","Leite JA","Kroon EG","10.3201/eid1112.050773","2006/03/17 09:00"
"17275932","Ferreira HL","Arns CW","10.1016/j.antiviral.2006.12.002","2006/12/07 00:00"
"17287326","de Souza Trindade G","Kroon EG","10.1128/JCM.00920-06","2007/10/12 09:00"
"18251400","Villarreal LY","Ferreira AJ","10.1637/7815-121306-REGR4.1","2008/02/28 09:00"
"16943348","Castilho JG","Rácz ML","10.1128/JCM.00279-06","2006/12/23 09:00"
"18251411","Villarreal LY","Ferreira AJ","10.1637/7983-041307.1","2008/02/28 09:00"
"17671837","Leite JA","Kroon EG","10.1007/s11262-007-0133-9","2007/06/25 00:00"
"15654477","Nagasse-Sugahara TK","Salles-Gomes LF","10.1590/s0036-46652004000600004","2005/04/09 09:00"
"17370543","Mondini A","Nogueira ML","10.3201/eid1301.060905","2007/04/19 09:00"
"18041025","Arrais TC","Thiers V","10.1002/jmv.21050","2008/02/26 09:00"
"18248758","Drumond BP","Kroon EG","10.1016/j.micinf.2007.11.005","2007/10/22 00:00"
"19115976","Trindade GS","da Fonseca FG","10.1086/595856","2009/01/01 09:00"
"17385069","Wang LF","Eaton BT","10.1007/s00705-007-0959-4","2007/02/07 00:00"
"17350886","do Carmo Debur M","Raboni SM","10.1016/j.jcv.2007.01.012","2007/01/15 00:00"
"18403136","Barry AF","Alfieri AA","10.1016/j.vetmic.2008.02.021","2008/02/16 00:00"
"17622637","Xu F","Xiao SY","10.1099/vir.0.82860-0","2007/09/08 09:00"
"17703414","de Souza VA","Pannuti CS","10.1086/520549","2007/03/29 00:00"
"17658293","Mondini A","Nogueira ML","10.1016/j.jcv.2007.06.007","2007/06/08 00:00"
"19889924","de Carvalho-Mello IM","Carrilho FJ","10.1099/vir.0.015594-0","2009/11/06 06:00"
"10548292","Brault AC","Weaver SC","10.4269/ajtmh.1999.61.579","1999/11/05 00:01"
"11556705","Silva MS","Resende RO","10.1007/s007050170090","2001/09/28 10:01"
"10823754","Biggar RJ","Black F","10.1086/315456","2000/01/19 00:00"
"11080491","Damaso CR","Moussatché N","10.1006/viro.2000.0603","2001/02/28 10:01"
"11311426","Batista WC","Figueiredo LT","10.1016/s0168-1702(01)00222-2","2001/06/08 10:01"
"9810617","Rocha MA","Gouveia AM","10.1016/s0378-1135(98)00213-2","1998/11/12 00:01"
"14582748","Gomes LI","Barbosa-Stancioli EF","10.1023/a:1025745825610","2003/12/10 05:00"
"11241461","Siqueira MM","Friedrich F","10.1002/1096-9071(200104)63:4<299::aid-jmv1005>3.0.co;2-3","2001/05/22 10:01"
"28753979","Scalioni LP","Villar LM","10.3390/ijms18071444","2017/05/17 00:00"
"24466079","Nishiya AS","Sabino EC","10.1371/journal.pone.0086413","2013/12/11 00:00"
"24865799","Fernandes CC","Montassier HJ","10.1016/j.meegid.2014.05.014","2014/05/07 00:00"
"21122250","Azevedo Costa É","Carvalho Guedes RM","10.3201/eid1612.101453","2010/12/03 06:00"
"22766449","Alvarado-Mora MV","Pinho JR","10.1016/j.virusres.2012.06.023","2012/06/23 00:00"
