"pmid","author","last_author","doi","publication_date"
"35593639","Margineda CA","Pecora A","10.1177/10406387221098356","2022/07/08 06:00"
"34803982","Elizalde MM","Flichman DM","10.3389/fmicb.2021.758613","2021/10/13 00:00"
"18325268","Quiroga MA","Perfumo CJ","10.3201/eid1403.070825","2008/10/29 09:00"
"18374605","Baillie GJ","Perkins SL","10.1016/j.ympev.2008.02.015","2008/01/24 00:00"
"12958304","Mathet VL","Oubiña JR","10.1128/JCM.41.9.4489-4491.2003","2003/12/03 05:00"
"18507755","Trinks J","Oubiña JR","10.1111/j.1365-2893.2008.00997.x","2008/12/18 09:00"
"23079380","Araujo NM","Kay A","10.1099/vir.0.047324-0","2012/10/20 06:00"
"16757620","Cuestas ML","Oubiña JR","10.1128/JCM.00057-06","2006/08/04 09:00"
"21696601","Cassino L","Quarleri J","10.1186/1471-2334-11-178","2011/06/22 00:00"
"17506609","Quarleri J","Salomon H","10.1089/aid.2006.0172","2007/07/06 09:00"
"28472081","Sevic I","Campos RH","10.1371/journal.pone.0175543","2017/03/28 00:00"
"23928222","Martel N","Kay A","10.1016/j.jviromet.2013.07.045","2013/07/22 00:00"
"12913363","Piñeiro y Leone FG","Campos RH","10.1023/a:1025184704955","2003/11/08 05:00"
"20545965","Pezzano SC","Mbayed VA","10.1111/j.1469-0691.2010.03283.x","2010/06/16 06:00"
"9774595","Mbayed VA","Campos R","10.1128/JCM.36.11.3362-3365.1998","1998/10/17 00:01"
"21296172","Torres C","Campos RH","10.1016/j.ympev.2011.01.010","2010/08/25 00:00"
"23043389","Trinks J","Oubiña JR","10.1111/j.1365-2893.2012.01620.x","2012/10/10 06:00"
"30576055","Di Lello FA","Flichman DM","10.1111/jvh.13052","2018/11/21 00:00"
"31323763","Elizalde MM","Flichman DM","10.3390/v11070655","2019/07/12 00:00"
"14698659","Charrel RN","de Lamballerie X","10.1016/j.virol.2003.08.016","2004/02/11 05:00"
"9886206","Kinney RM","Roehrig JT","10.4269/ajtmh.1998.59.952","1999/01/14 00:01"
"17854042","Gomes KA","Parra GI","10.1002/jmv.20989","2007/10/31 09:00"
"19228286","Gismondi MI","Preciado MV","10.1111/j.1365-2893.2009.01071.x","2009/02/21 09:00"
"20335494","Ruiz V","Oubiña JR","10.1099/vir.0.019877-0","2010/03/26 06:00"
"22673320","Verna AE","Odeón AC","10.1016/j.vetmic.2012.04.039","2012/04/20 00:00"
"16525733","Goñi SE","Lozano ME","10.1007/s11262-005-5843-2","2005/06/19 00:00"
"20148301","Goñi SE","Lozano ME","10.1007/s11262-010-0450-2","2010/01/18 00:00"
"12018705","Gillette K","Bratanich A","10.1023/a:1014520616362","2002/11/26 04:00"
"12803472","Zanetti F","Berinstein A","10.1023/a:1023495615729","2003/08/20 05:00"
"14609476","Barrero PR","Mistchenko AS","10.3201/eid0910.030180","2004/01/06 05:00"
"15004102","Gismondi MI","Preciado MV","10.1128/JCM.42.3.1298-1301.2004","2004/04/23 05:00"
"15872254","Galiano MC","Carballal G","10.1128/JCM.43.5.2266-2273.2005","2005/07/07 09:00"
"15845261","Pereda AJ","Piccone ME","10.1016/j.virusres.2005.01.011","2005/01/25 00:00"
"16404997","Zanetti F","Carrillo E","10.1637/7381-051605R.1","2006/02/28 09:00"
"17900851","Zanetti F","Carrillo E","10.1016/j.micpath.2007.08.012","2007/08/06 00:00"
"21123388","Emonet SF","Paessler S","10.1128/JVI.02102-10","2010/12/03 06:00"
"16186232","Alfonso V","Campos RH","10.1099/vir.0.81084-0","2005/12/13 09:00"
"16121371","Viegas M","Mistchenko AS","10.1002/jmv.20457","2005/10/20 09:00"
"28753662","Neukam K","Di Lello FA","10.1371/journal.pone.0182193","2017/07/13 00:00"
"16497393","Jones LR","Weber EL","10.1016/j.jviromet.2006.01.005","2006/01/03 00:00"
"16571821","Nugent J","Davis-Poynter N","10.1128/JVI.80.8.4047-4060.2006","2006/04/25 09:00"
"16378999","Trento A","Melero JA","10.1128/JVI.80.2.975-984.2006","2006/01/28 09:00"
"16757625","Gismondi MI","Preciado MV","10.1128/JCM.02569-05","2006/08/04 09:00"
"16847131","Nagata LP","Wong JP","10.1099/vir.0.81815-0","2006/09/16 09:00"
"17176571","Morales MA","Enría D","10.3201/eid1210.060852","2007/02/17 09:00"
"11402867","Barrero PR","Mistchenko AS","10.1007/s007050170150","2001/07/06 10:01"
"10873755","García JB","St Jeor SC","10.1006/viro.2000.0345","2000/07/25 11:00"
"11172090","Meng YX","Pellett PE","10.1099/0022-1317-82-3-499","2001/04/17 10:01"
"11326031","Alfonso V","Campos RH","10.1128/JCM.39.5.1989-1992.2001","2001/08/17 10:01"
"11992592","Martínez N","Berke T","10.1002/jmv.2220","2002/07/26 10:01"
"12938197","Schleicher SB","Flehmig BF","10.1002/jmv.10474","2003/12/03 05:00"
"12938207","Frabasile S","Arbiza J","10.1002/jmv.10484","2003/12/03 05:00"
"17949764","Craig MI","Weber EL","10.1016/j.rvsc.2007.08.013","2007/07/18 00:00"
"25431170","Parodi C","Baré P","10.1111/jvh.12363","2014/10/08 00:00"
"30577623","Esposito I","Trinks J","10.3390/v11010003","2018/12/14 00:00"
"26995219","Verna AE","Jones LR","10.1007/s11262-016-1312-3","2016/02/25 00:00"
"11390117","Jones LR","Weber EL","10.1016/s0378-1135(01)00367-4","2001/08/24 10:01"
"12224579","Gonzalez Della Valle M","Padula P","10.4269/ajtmh.2002.66.713","2002/10/04 04:00"
"17953094","Padula P","Almiron M","10.3201/eid1308.061090","2007/12/12 09:00"
"15763144","Cisterna D","Freire MC","10.1016/j.virusres.2004.10.013","2004/10/16 00:00"
"35323184","Firpo S","Cisterna DM","10.3390/diseases10010017","2022/03/07 00:00"
"28651078","Pujato SA","Mojica FJM","10.1016/j.ijfoodmicro.2017.06.009","2017/06/07 00:00"
"29476813","Krüger A","Lucchesi PMA","10.1016/j.meegid.2018.02.024","2018/01/18 00:00"
"20028437","Pierce KE","Wangh LJ","10.1111/j.1365-2672.2009.04640.x","2009/12/24 06:00"
"35851323","Cabello-Yeves PJ","Puxty RJ","10.1038/s41396-022-01282-z","2022/06/28 00:00"
"17457923","Stupka JA","Arbiza J","10.1002/jmv.20841","2007/07/31 09:00"
"19264596","Brown BA","Pallansch MA","10.1099/vir.0.008540-0","2009/03/07 09:00"
"17586061","Shaw AE","Mertens PP","10.1016/j.jviromet.2007.05.014","2007/05/10 00:00"
"11682524","Bok K","Gomez J","10.1128/JCM.39.11.4020-4025.2001","2002/03/14 10:01"
"12209310","Distéfano AJ","del Vas M","10.1007/s00705-002-0840-4","2002/10/11 04:00"
"12606083","Distéfano AJ","del Vas M","10.1016/s0168-1702(02)00325-8","2003/05/28 05:00"
"11602776","Costa-Mattioli M","Cristina J","10.1099/0022-1317-82-11-2647","2002/01/05 10:01"
"16927280","Morice Y","Pawlotsky JM","10.1002/jmv.20692","2006/10/14 09:00"
"20600394","Maroniche GA","del Vas M","10.1016/j.virusres.2010.06.010","2010/06/14 00:00"
"15747051","Distéfano AJ","del Vas M","10.1007/s00705-004-0477-6","2004/12/06 00:00"
"17516519","Munné MS","González JE","10.1002/jmv.20818","2007/08/08 09:00"
"16186241","Bourhy H","Walker PJ","10.1099/vir.0.81128-0","2005/12/13 09:00"
"17115303","Guzmán FA","Conci LR","10.1007/s00705-006-0864-2","2006/09/01 00:00"
"17370108","Giménez-Pecci MP","Resende RO","10.1007/s00705-007-0944-y","2007/01/22 00:00"
"15858032","Carrillo C","Rock DL","10.1128/JVI.79.10.6487-6504.2005","2005/06/21 09:00"
"7831963","Malirat V","Bergmann IE","10.1016/0168-1702(94)90117-1","1994/10/01 00:01"
"17056146","Malirat V","Di Landro R","10.1016/j.virusres.2006.09.006","2006/09/11 00:00"
"11724271","König G","Piccone ME","10.1023/a:1011844204945","2002/04/19 10:01"
"31697321","Cacciabue M","Gismondi MI","10.1093/bib/bbz086","2019/06/18 00:00"
"20739542","Frietze KM","Kajon AE","10.1128/JVI.00512-10","2010/08/27 06:00"
"17659850","Parra GI","Bok K","10.1016/j.vetmic.2007.06.006","2007/06/07 00:00"
"18400327","Barrero PR","Mistchenko AS","10.1016/j.virusres.2008.02.013","2008/02/21 00:00"
"18570969","Maan S","Mertens PP","10.1016/j.virol.2008.04.028","2008/03/04 00:00"
"29052058","Maurino F","Giménez Pecci MP","10.1007/s00705-017-3579-7","2017/09/14 00:00"
"16757596","Castello AA","Glikmann G","10.1128/JCM.02436-05","2006/08/04 09:00"
"16982209","Mistchenko AS","Barrero PR","10.1016/j.jcv.2006.08.009","2006/08/16 00:00"
"16982159","Garaicoechea L","Parreño V","10.1016/j.vetmic.2006.06.004","2006/05/19 00:00"
"28993611","Tobias NJ","Bode HB","10.1038/s41564-017-0039-9","2017/09/08 00:00"
"15653892","Prabagaran SR","Shivaji S","10.1099/ijs.0.63363-0","2005/03/04 09:00"
"21304667","Tindall BJ","Detter JC","10.4056/sigs.42644","2009/01/01 00:00"
"24158624","Timme RE","Brown EW","10.1093/gbe/evt159","2013/10/26 06:00"
"10843053","Pavan ME","Janda JM","10.1099/00207713-50-3-1119","2000/10/21 11:01"
"23908278","Iraola G","Gioffre A","10.1128/genomeA.00526-13","2013/08/03 06:00"
"32879462","Muñoz-Ramirez ZY","Torres J","10.1038/s41396-020-00758-0","2020/08/24 00:00"
"22290975","Tran T","Tolmasky ME","10.1128/AAC.06036-11","2012/02/01 06:00"
"29242221","Gangiredla J","Lacher DW","10.1128/genomeA.01321-17","2017/12/16 06:00"
"36012279","Saitz W","Vidal RM","10.3390/ijms23169005","2022/08/07 00:00"
"26939550","Williamson CH","Hill K","10.1186/s12864-016-2502-z","2016/02/18 00:00"
"24855298","Bonacina J","Sesma F","10.1128/genomeA.00444-14","2014/05/24 06:00"
"25960343","Eldholm V","Balloux F","10.1038/ncomms8119","2015/04/08 00:00"
"29295910","Challagundla L","Robinson DA","10.1128/mBio.02016-17","2018/01/04 06:00"
"32108238","Smith TJ","Johnson SL","10.1093/gbe/evaa043","2020/02/29 06:00"
"18297718","Di Lello F","Campos R","10.1002/jmv.21112","2008/04/16 09:00"
"8627254","Daly JM","Mumford JA","10.1099/0022-1317-77-4-661","1996/04/01 00:01"
"35203110","Coelho RM","Martinez VP","10.3201/eid2804.211837","2022/03/25 06:00"
"27267305","Godoy BA","Fagundes NJ","10.1016/j.meegid.2016.06.002","2016/05/31 00:00"
"16528038","Bennett SN","McMillan WO","10.1099/vir.0.81309-0","2006/05/10 09:00"
"21601999","Malirat V","Ortiz S","10.1016/j.vetmic.2011.04.021","2011/04/06 00:00"
"20631128","Auguste AJ","Carrington CV","10.1128/JVI.00588-10","2010/07/16 06:00"
"16840356","Spackman E","Swayne DE","10.1128/JVI.00445-06","2006/08/19 09:00"
"26401714","Auguste AJ","Weaver SC","10.3201/eid2110.141660","2015/09/25 06:00"
"23804569","Nix WA","Oberste MS","10.1099/vir.0.053827-0","2013/06/28 06:00"
"18421377","Delgado S","Nichol ST","10.1371/journal.ppat.1000047","2008/03/20 00:00"
"23648427","Cruz CD","Halsey ES","10.1016/j.meegid.2013.04.029","2013/04/15 00:00"
"19753102","Aguilar PV","Kochel TJ","10.1371/journal.pntd.0000514","2009/08/18 00:00"
"22377378","Venegas EA","Halsey ES","10.3201/eid1803.111486","2012/03/02 06:00"
"25510721","Terzian AC","Nogueira ML","10.4269/ajtmh.14-0417","2014/12/17 06:00"
"21801630","Dell'Amico MC","Bartoloni A","10.3201/eid1708.100769","2011/08/02 06:00"
"19788833","Aguilar PV","Kochel TJ","10.3201/eid1509.090017","2009/10/01 06:00"
"25695188","Groseth A","Ebihara H","10.3201/eid2103.141351","2015/02/20 06:00"
"20810845","Aguilar PV","Kochel TJ","10.4269/ajtmh.2010.10-0116","2010/09/03 06:00"
"24505105","Forshey BM","Hang J","10.1128/JVI.03295-13","2014/02/08 06:00"
"22515983","Cruz CD","Kochel TJ","10.3201/eid1805.111111","2012/04/21 06:00"
"26383952","Katzelnick LC","Smith DJ","10.1126/science.aac5017","2015/09/19 06:00"
"28630747","Anthony SJ","Goldstein T","10.1093/ve/vex012","2017/06/21 06:00"
"19041349","Cajimat MN","Fulhorst CF","10.1016/j.virusres.2008.10.016","2008/10/24 00:00"
"18207274","Khan A","Mizokami M","10.1016/j.virusres.2007.12.005","2007/12/06 00:00"
"16328135","Huy TT","Abe K","10.1007/s00705-005-0671-1","2005/09/26 00:00"
"18602020","Charrel RN","Emonet S","10.1016/j.mib.2008.06.001","2008/06/04 00:00"
"10074558","Naito H","Abe K","10.1128/JCM.37.4.1217-1220.1999","1999/03/13 00:01"
"10488194","Konomi N","Abe K","10.1128/JCM.37.10.3291-3295.1999","1999/09/17 00:01"
"15731274","Bryant JE","Barrett AD","10.1128/JVI.79.6.3807-3821.2005","2005/04/06 09:00"
"16957044","Wang E","Weaver SC","10.1128/JCM.00175-06","2006/12/23 09:00"
"15106107","Tipples GA","Rota PA","10.1086/377716","2004/06/16 05:00"
"17683527","Moratorio G","Cristina J","10.1186/1743-422X-4-79","2007/08/02 00:00"
"25053561","Aubry F","de Lamballerie X","10.1099/vir.0.068023-0","2014/07/24 06:00"
"11971782","Padula P","Gianella A","10.3201/eid0804.010300","2002/05/25 10:01"
"15183052","Foster JE","McMillan WO","10.1016/j.virol.2004.03.020","2004/01/04 00:00"
"28218261","Brueggemann AB","Edwards BA","10.1038/srep42976","2017/01/17 00:00"
"27271741","Hazen TH","Rasko DA","10.1128/IAI.00350-16","2016/05/31 00:00"
"18674640","Kochel T","Blair P","10.1016/j.meegid.2008.06.008","2008/06/22 00:00"
"36680235","Plante JA","Vasilakis N","10.3390/v15010195","2023/01/06 00:00"
"29795585","Nunes MRT","Vasconcelos PFDC","10.1371/journal.pone.0197294","2018/04/30 00:00"
"30024910","Castillo Oré RM","Forshey BM","10.1371/journal.pone.0200576","2018/07/01 00:00"
"34204910","Queiroz ALN","Medeiros DBA","10.3390/pathogens10060693","2021/05/24 00:00"
"25898901","Hontz RD","Aguilar PV","10.3201/eid2105.141368","2015/04/23 06:00"
"22278828","Chowdhary R","Briese T","10.1099/vir.0.039479-0","2012/01/27 06:00"
"26610546","Shchetinin AM","Alkhovsky SV","10.3390/v7112918","2015/10/22 00:00"
"26921797","de Souza WM","Figueiredo LTM","10.1016/j.meegid.2016.02.024","2016/02/19 00:00"
"36199029","Greenrod STE","Friman VP","10.1186/s12864-022-08909-7","2022/09/23 00:00"
"30504003","Nunes MRT","Palacios G","10.1016/j.meegid.2018.11.020","2018/10/20 00:00"
"21529387","Vasconcelos HB","Vasconcelos PF","10.3201/eid1705.101333","2011/05/03 06:00"
"26679574","Espósito DL","da Fonseca BA","10.1128/genomeA.01372-15","2015/12/19 06:00"
"25491420","Acrani GO","Elliott RM","10.1099/jgv.0.000005","2014/12/11 06:00"
"20610710","Dacheux L","Bourhy H","10.1128/JVI.00771-10","2010/07/09 06:00"
"23100368","Aznar-Lopez C","Echevarria J","10.1099/vir.0.046490-0","2012/10/27 06:00"
"25395627","Rodrigues DS","Vasconcelos PF","10.1128/genomeA.00923-14","2014/11/15 06:00"
"22345477","Afonso PP","Damaso CR","10.1128/JVI.07162-11","2012/02/22 06:00"
"19906902","Li Y","Damon IK","10.1128/JCM.01697-09","2009/11/13 06:00"
"21465087","de Brito Magalhães CL","Ferreira PC","10.1007/s00705-011-0976-1","2011/03/08 00:00"
"24285662","Silva SP","Nunes MR","10.1128/genomeA.00940-13","2013/11/29 06:00"
"24986085","Silva SP","Nunes MRT","10.1099/vir.0.064691-0","2014/07/06 06:00"
"22397930","Wellehan JF Jr","Tesh RB","10.1016/j.vetmic.2012.02.020","2012/01/25 00:00"
"25477400","Ibrahim MS","Meyer H","10.1128/genomeA.01155-14","2014/12/06 06:00"
"28141497","Nunes-Neto JP","Vasconcelos PFDC","10.1099/jgv.0.000724","2017/06/27 06:00"
"25679389","Walker PJ","Vasilakis N","10.1371/journal.ppat.1004664","2015/01/06 00:00"
"20592112","Rodrigues SG","Vasconcelos PF","10.1099/vir.0.019117-0","2010/07/02 06:00"
"18512001","Pauszek SJ","Rodriguez LL","10.1007/s00705-008-0113-y","2008/04/15 00:00"
"24558222","Ladner JT","Palacios G","10.1099/vir.0.061309-0","2014/02/22 06:00"
"21289119","Palacios G","Lipkin WI","10.1128/JVI.02275-10","2011/02/04 06:00"
"19631956","Auguste AJ","Carrington CV","10.1016/j.virol.2009.06.038","2009/06/03 00:00"
"26798091","Wanzeller AL","Vasconcelos PF","10.1128/genomeA.01525-15","2016/01/23 06:00"
"19535518","Lambert AJ","Lanciotti RS","10.1128/JCM.00182-09","2009/06/19 09:00"
"19710143","Friedman SD","Vinjé J","10.1128/JVI.01308-09","2009/08/28 09:00"
"21689826","Mori CM","Maiorka PC","10.1016/j.jcpa.2011.04.003","2011/04/01 00:00"
"30511209","Vasilakis N","Walker PJ","10.1007/s11262-018-1620-x","2018/11/23 00:00"
"28740410","Pacheco SR","Silva LK","10.2147/IDR.S135420","2017/07/26 06:00"
"24948755","Wanzeller AL","Vasconcelos PF","10.1128/genomeA.00454-14","2014/06/21 06:00"
"28939977","Setoh YX","Khromykh AA","10.1007/s00705-017-3561-4","2017/08/22 00:00"
"25188437","Groseth A","Ebihara H","10.1371/journal.pntd.0003147","2014/07/23 00:00"
"25719412","Moureau G","de Lamballerie X","10.1371/journal.pone.0117849","2015/01/02 00:00"
"19605587","Gomes-Gouvêa MS","Pinho JRR","10.1099/vir.0.013615-0","2009/07/17 09:00"
"19009341","Gallardo C","Bishop RP","10.1007/s11262-008-0293-2","2008/10/07 00:00"
"25740285","Vedovello D","Nogueira ML","10.1007/s00705-015-2378-2","2015/02/20 00:00"
"6634412","Raymond FL","Brownlee GG","10.1093/nar/11.20.7191","1983/10/25 00:01"
"2769232","Altmüller A","Scholtissek C","10.1099/0022-1317-70-8-2111","1989/08/01 00:01"
"25524164","Malogolovkin A","Rock DL","10.1099/jgv.0.000024","2014/12/20 06:00"
"23015713","Nunes MR","Vasconcelos PF","10.1128/JVI.00565-12","2012/09/28 06:00"
"16716762","Pereira CA","Durigon EL","10.1016/j.meegid.2006.03.007","2006/03/29 00:00"
"35080263","Moreira LVL","de Souza AJS","10.1002/jmv.27625","2021/12/07 00:00"
"34931940","Tamura T","Ploss A","10.1080/22221751.2021.2021808","2022/01/13 06:00"
"23785205","Sukupolvi-Petty S","Diamond MS","10.1128/JVI.01314-13","2013/06/21 06:00"
"27384661","Matsuzaki Y","Nishimura H","10.1128/JVI.00969-16","2016/06/28 00:00"
"18649333","Gabbay YB","Jiang B","10.1002/jmv.21250","2008/09/05 09:00"
"19088271","Razafindratsimandresy R","Reynes JM","10.1099/vir.0.006825-0","2008/12/18 09:00"
"29436340","Chiang JO","Fernando da Costa Vasconcelos P","10.4269/ajtmh.17-0810","2019/07/16 06:00"
"25395636","Medeiros DB","Vasconcelos PF","10.1128/genomeA.01158-14","2014/11/15 06:00"
"33542337","Faye M","Faye O","10.1038/s41598-021-82479-8","2021/01/13 00:00"
"25562122","da Silva MFM","Leite JPG","10.1016/j.meegid.2014.12.030","2014/11/28 00:00"
"17516538","Araújo IT","Leite JP","10.1002/jmv.20918","2007/08/08 09:00"
"21827799","da Silva MF","Leite JP","10.1016/j.virusres.2011.07.015","2011/07/21 00:00"
"21181934","da Silva MF","Leite JP","10.1002/jmv.21968","2010/12/25 06:00"
"21225209","Rose TL","Leite JP","10.1590/s0074-02762010000800021","2010/10/27 00:00"
"23352888","da Silva MF","Leite JP","10.1016/j.meegid.2013.01.004","2012/11/29 00:00"
"17510274","Araújo IT","Leite JPG","10.1099/jmm.0.46787-0","2007/07/18 09:00"
"21858030","Tavares FN","da Silva EE","10.1371/journal.pone.0023206","2011/07/11 00:00"
"30813271","Silva JMF","Resende RO","10.3390/v11020187","2019/02/14 00:00"
"26407292","Perse da Silva A","de Paula VS","10.1371/journal.pone.0136825","2015/08/09 00:00"
"25501310","Luchs A","do Carmo Sampaio Tavares Timenetsky M","10.1007/s00438-014-0971-9","2014/11/25 00:00"
"24179117","Tavares FN","da Silva EE","10.1128/genomeA.00811-13","2013/11/02 06:00"
"23516646","Faria NR","dos Santos FB","10.1371/journal.pntd.0002095","2013/01/22 00:00"
"20202456","Oliveira MF","Ribeiro Nogueira RM","10.3201/eid1603.090996","2010/03/06 06:00"
"18592101","Tavares Tde M","Cardoso Dd","10.1590/s0074-02762008000300011","2008/05/08 00:00"
"18814260","Tavares Tde M","Cardoso Dd","10.1002/jmv.21306","2008/10/28 09:00"
"16439620","Obenauer JC","Naeve CW","10.1126/science.1121586","2006/03/28 09:00"
"8774693","Lindstrom S","Nerome K","10.1007/BF01718836","1996/01/01 00:01"
"22033596","Queiroz LH","Durigon EL","10.1007/s00705-011-1146-1","2011/10/10 00:00"
"23080508","Maestri RP","Mascarenhas JD","10.1002/jmv.23364","2012/10/20 06:00"
"26517658","Bertol JW","Gatti MS","10.1590/0074-02760150199","2015/08/20 00:00"
"17126417","Afonso DA","Barbosa-Stancioli EF","10.1016/j.jviromet.2006.10.010","2006/10/10 00:00"
"21749800","Goes LG","Jerez JA","10.3201/eid/1706.101381","2011/07/14 06:00"
"23071582","Cayres-Vallinoto IM","Ishak R","10.1371/journal.pone.0046523","2012/09/03 00:00"
"20609453","Castro TX","Cubel Garcia RC","10.1016/j.rvsc.2010.06.005","2010/04/09 00:00"
"22187101","Hallwass M","Resende RO","10.1007/s00705-011-1196-4","2011/12/06 00:00"
"24623427","Margaria P","Turina M","10.1128/JVI.00079-14","2014/03/14 06:00"
"28904959","Canal CW","Peterhans E","10.1155/2017/4732520","2017/07/03 00:00"
"22448271","Ferreira MS","Miagostovich MP","10.1371/journal.pone.0033754","2012/02/16 00:00"
"21255687","Gómez MM","Cristina J","10.1016/j.meegid.2011.01.006","2011/01/11 00:00"
"22579479","Maranhão AG","Santos N","10.1016/j.meegid.2012.04.018","2012/04/20 00:00"
"28854225","Portes SAR","Volotão EM","10.1371/journal.pone.0183196","2017/07/31 00:00"
"17314359","Filho EP","Leite JPG","10.1099/jmm.0.46685-0","2007/03/30 09:00"
"23433340","Favoretto SR","Durigon EL","10.1017/S0950268813000198","2013/02/26 06:00"
"22528640","Carnieli P Jr","Castilho JG","10.1007/s11262-012-0743-8","2012/03/23 00:00"
"25467218","Tsugawa T","Tsutsumi H","10.1099/vir.0.071373-0","2014/12/04 06:00"
"34293482","Souza YFVP","Luchs A","10.1016/j.meegid.2021.105007","2021/06/23 00:00"
"22012725","dos Santos GP","da Silva EE","10.1002/jmv.22235","2011/10/21 06:00"
"25471713","Assis AS","da Rosa E Silva ML","10.1007/s11356-014-3874-8","2014/11/16 00:00"
"19331732","Figueiredo LT","de-Andrade-Zanotto PM","10.3201/eid1504.080289","2009/04/01 09:00"
"18417484","Ramsden C","Zanotto PM","10.1093/molbev/msn093","2008/09/23 09:00"
"26378174","Medaglia ML","Damaso CR","10.1128/JVI.01833-15","2015/09/08 00:00"
"20624314","de Figueiredo ML","Figueiredo LT","10.1186/1743-422X-7-152","2010/07/12 00:00"
"25889358","Santos N","Lima DP","10.1016/j.cmi.2015.04.004","2015/04/07 00:00"
"16581139","Motta FC","Siqueira MM","10.1016/j.jviromet.2006.02.003","2006/02/02 00:00"
"16713335","Motta FC","Krawczuk MM","10.1016/j.jcv.2006.03.008","2006/03/16 00:00"
"18171343","Bottecchia M","Gomes SA","10.1111/j.1440-1746.2007.05238.x","2008/03/06 09:00"
"19950229","de Souza RP","Dos Santos CL","10.1002/jmv.21606","2009/12/02 06:00"
"20723564","Asano KM","Brandão PE","10.1016/j.jviromet.2010.08.008","2010/08/05 00:00"
"21677090","Marinheiro JC","Hársi CM","10.1099/vir.0.029181-0","2011/06/17 06:00"
"12202200","Gregory V","Lin YP","10.1006/viro.2002.1513","2002/10/09 04:00"
"22607717","Travassos da Rosa ES","Vasconcelos PF","10.3201/eid1806.110948","2012/05/23 06:00"
"27016769","Monezi TA","Borella MI","10.1016/j.vetmic.2016.02.020","2016/02/15 00:00"
"24348152","Barros IN","Brandao PE","10.1155/2013/349702","2013/10/03 00:00"
"20507750","Abrahão JS","Kroon EG","10.3201/eid1606.091187","2010/05/29 06:00"
"21867526","Alvarado-Mora MV","Pinho JR","10.1186/1743-422X-8-415","2011/08/25 00:00"
"27815697","Silva MN","Jesus AL","10.1007/s00705-016-3145-8","2016/10/30 00:00"
"21059233","Hirano S","Sakai T","10.1186/1756-0500-3-288","2010/11/08 00:00"
"24861814","Gómez MM","Leite JP","10.1016/j.meegid.2014.05.016","2014/05/09 00:00"
"25886886","de Mattos Silva Oliveira TF","Queiróz DA","10.1186/s12879-015-0817-z","2015/02/10 00:00"
"20420864","Alcalde R","Duarte AJ","10.1016/j.virusres.2010.04.008","2010/04/12 00:00"
"28482184","Chachá SGF","Martinelli ALC","10.1016/j.bjid.2017.01.011","2017/01/09 00:00"
"19439554","Raboni SM","Duarte Dos Santos CN","10.1099/vir.0.011585-0","2009/05/15 09:00"
"20513095","Gómez MM","Leite JP","10.1002/jmv.21769","2010/06/01 06:00"
"20401500","Carnieli P Jr","Castilho JG","10.1007/s00705-010-0671-7","2010/03/17 00:00"
"20335066","Fink MC","Pannuti CS","10.1016/j.jcv.2010.02.020","2010/02/18 00:00"
"19697417","Carneiro BM","Queiróz DA","10.1002/jmv.21555","2009/08/22 09:00"
"20382557","Santos N","Erdman DD","10.1016/j.jcv.2010.03.014","2010/03/16 00:00"
"27476607","Siqueira JAM","Gabbay YB","10.1016/j.meegid.2016.07.037","2016/07/28 00:00"
"20004146","Barreira DM","Spano LC","10.1016/j.jcv.2009.11.012","2009/10/30 00:00"
"21313839","Felippe PA","Arns CW","10.1637/9371-041510-Reg.1","2011/02/15 06:00"
"21442233","Araujo J","Durigon EL","10.1007/s00705-011-0968-1","2011/03/04 00:00"
"23259834","de Araujo J","Durigon EL","10.1186/1756-0500-5-690","2012/12/18 00:00"
"19823677","Aquino VH","Figueiredo LT","10.1371/journal.pone.0007299","2009/09/05 00:00"
"21228541","Araújo IT","Leite JP","10.1159/000321350","2010/09/14 00:00"
"24327091","Figueiredo CA","Timenetsky Mdo C","10.1007/s00705-013-1935-9","2013/11/24 00:00"
"28108804","Menozzi BD","Langoni H","10.1007/s00705-017-3220-9","2016/12/22 00:00"
"28398876","Ramos-González PL","Freitas-Astúa J","10.1094/PHYTO-02-17-0042-R","2017/09/15 06:00"
"28181035","Spitz N","Araujo NM","10.1007/s00705-017-3269-5","2017/01/29 00:00"
"21138380","de Oliveira RC","de Lemos ER","10.1089/vbz.2010.0001","2010/12/09 06:00"
"31344111","Spitz N","Araujo NM","10.1371/journal.pone.0220342","2019/07/13 00:00"
"21908353","Garcia Rde C","Leite JP","10.1177/1040638711417140","2011/09/13 06:00"
"24667283","Fioretti JM","Miagostovich MP","10.1371/journal.pone.0092988","2014/02/27 00:00"
"23517375","Moura FE","Durigon EL","10.1111/irv.12104","2013/03/23 06:00"
"27116353","Fumian TM","Miagostovich MP","10.1371/journal.pone.0145391","2015/12/03 00:00"
"18178521","da Silva LH","Arns CW","10.1016/j.jcv.2007.11.010","2007/10/11 00:00"
"20209338","Oliveira-Filho AB","Lemos JA","10.1590/s0074-02762010000100016","2009/12/18 00:00"
"18649326","da Silva LH","Arns CW","10.1002/jmv.21249","2008/09/05 09:00"
"17596802","Victoria M","Miagostovich M","10.1097/INF.0b013e3180618bea","2007/08/09 09:00"
"25223919","de Andrade Jda S","Miagostovich MP","10.1016/j.jcv.2014.08.024","2014/08/19 00:00"
"23055565","Firth C","Lipkin WI","10.1128/JVI.02341-12","2012/10/12 06:00"
"23751399","Guterres A","de Lemos ER","10.1016/j.meegid.2013.05.027","2013/05/25 00:00"
